pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,pl_controv_flag,cb_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rowupdate
Kepler-734 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.10485286,2.89e-06,-2.89e-06,0,,,,,3.56,0.14,-0.13,0,,,,,,,,,,,,,,,,,,,,,0.04224,0.0003,-0.00014,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5326.0,51.69,-44.6,0,0.78,0.03,-0.03,0,0.85,0.03,-0.04,0,-0.17,0.11,-0.11,0,,,,,4.59,0.02,-0.02,0,2.34,2.08,-1.03,0,,,,,,,,,2016-05-06
Kepler-562 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.00931444,9.9e-06,-9.9e-06,0,,,,,5.21,0.64,-0.4,0,,,,,,,,,,,,,,,,,,,,,0.05343,1e-05,-0.00177,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5575.0,83.81,-85.33,0,0.9,0.11,-0.06,0,0.93,0.05,-0.05,0,-0.04,0.154,-0.181,0,,,,,4.5,0.05,-0.11,0,4.57,4.94,-2.83,0,,,,,,,,,2016-05-06
Kepler-279 b,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.309681,5.1e-05,-5.1e-05,0,0.112,,,0,3.62,0.71,-0.71,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6363.0,259.0,-259.0,0,1.75,0.32,-0.32,0,,,,,,,,,,,,,4.05,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-890 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,52.75875577,3.345e-05,-3.345e-05,0,,,,,8.89,2.86,-1.06,0,,,,,,,,,,,,,,,,,,,,,0.07171,0.00038,-0.00021,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5954.0,84.71,-101.27,0,1.13,0.36,-0.14,0,1.09,0.1,-0.07,0,0.09,0.152,-0.166,0,,,,,4.37,0.1,-0.21,0,3.63,1.88,-1.88,0,,,,,,,,,2016-05-06
Kepler-765 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,27.6655226,0.0001297,-0.0001297,0,,,,,2.43,0.53,-0.22,0,,,,,,,,,,,,,,,,,,,,,0.02066,0.00055,-0.00043,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5901.0,81.23,-89.97,0,1.06,0.23,-0.1,0,1.05,0.06,-0.06,0,0.04,0.145,-0.154,0,,,,,4.41,0.07,-0.16,0,3.72,2.24,-2.02,0,,,,,,,,,2016-05-06
Kepler-343 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.96855,5.8e-05,-5.8e-05,0,0.088,,,0,2.41,0.51,-0.51,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5807.0,100.0,-100.0,0,1.43,0.26,-0.26,0,,,,,,,,,,,,,4.18,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-184 d,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,29.022358,0.000176,-0.000176,0,0.179,,,0,2.49,1.41,-1.41,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5788.0,200.0,-200.0,0,0.87,0.49,-0.49,0,,,,,,,,,,,,,4.51,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-192 b,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,9.926746,1.8e-05,-1.8e-05,0,0.09,,,0,2.74,0.45,-0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5479.0,100.0,-100.0,0,1.01,0.16,-0.16,0,,,,,,,,,,,,,4.43,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-612 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.72215641,3.76e-06,-3.76e-06,0,,,,,2.84,0.66,-0.27,0,,,,,,,,,,,,,,,,,,,,,0.02731,0.00412,-0.00138,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5693.0,92.7,-129.13,0,0.96,0.17,-0.08,0,0.98,0.05,-0.05,0,0.04,0.137,-0.155,0,,,,,4.46,0.06,-0.14,0,4.47,4.22,-2.7,0,,,,,,,,,2016-05-06
Kepler-31 b,1,1,3,Transit,1,0,0,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,20.8613,0.0002,-0.0002,0,0.16,,,0,5.5,1.1,-1.1,0,,,,,,,,,,,,,,,,,,,,,0.0411,0.0006,-0.0006,0,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,,6340.0,200.0,-200.0,0,1.22,0.24,-0.24,0,1.21,0.17,-0.17,0,-0.076,0.4,-0.4,0,,,,,4.7,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-733 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,20.83424726,5.682e-05,-5.682e-05,0,,,,,2.82,0.46,-0.19,0,,,,,,,,,,,,,,,,,,,,,0.02989,0.00409,-0.00092,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5418.0,89.83,-94.34,0,0.86,0.08,-0.05,0,0.9,0.04,-0.05,0,0.01,0.14,-0.16,0,,,,,4.53,0.04,-0.09,0,4.27,6.04,-2.6,0,,,,,,,,,2016-05-06
Kepler-926 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,52.0688601,0.0001903,-0.0001903,0,,,,,2.31,0.57,-0.23,0,,,,,,,,,,,,,,,,,,,,,0.0208,0.00079,-0.00063,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5806.0,100.39,-125.66,0,1.01,0.25,-0.1,0,1.01,0.06,-0.06,0,0.03,0.132,-0.173,0,,,,,4.43,0.07,-0.17,0,4.37,2.98,-2.55,0,,,,,,,,,2016-05-06
Kepler-263 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.568087,6.5e-05,-6.5e-05,0,0.12,,,0,2.67,1.45,-1.45,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5265.0,200.0,-200.0,0,0.79,0.43,-0.43,0,,,,,,,,,,,,,4.58,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-904 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.02166863,8.93e-06,-8.93e-06,0,,,,,1.77,0.59,-0.24,0,,,,,,,,,,,,,,,,,,,,,0.0125,0.00029,-0.00041,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6160.0,119.73,-149.12,0,1.25,0.42,-0.16,0,1.16,0.14,-0.09,0,0.05,0.129,-0.144,0,,,,,4.31,0.1,-0.2,0,3.02,1.21,-1.26,0,,,,,,,,,2016-05-06
Kepler-315 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,96.101141,0.000918,-0.000918,0,0.402,,,0,3.77,0.78,-0.78,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5796.0,108.0,-108.0,0,1.04,0.2,-0.2,0,,,,,,,,,,,,,4.38,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-757 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.02267882,2.44e-06,-2.44e-06,0,,,,,1.36,0.46,-0.22,0,,,,,,,,,,,,,,,,,,,,,0.01078,0.00055,-0.00033,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6014.0,221.13,-288.93,0,1.13,0.38,-0.18,0,1.08,0.14,-0.11,0,0.02,0.129,-0.164,0,,,,,4.37,0.12,-0.2,0,3.31,2.21,-1.57,0,,,,,,,,,2016-05-06
Kepler-930 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,71.4517775,0.0007523,-0.0007523,0,,,,,2.13,0.92,-0.42,0,,,,,,,,,,,,,,,,,,,,,0.01417,0.00065,-0.00053,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6335.0,273.34,-258.85,0,1.4,0.6,-0.27,0,1.25,0.22,-0.16,0,0.04,0.128,-0.156,0,,,,,4.24,0.14,-0.24,0,2.34,1.24,-0.763,0,,,,,,,,,2016-05-06
Kepler-560 b,1,2,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.47764449,1.517e-05,-1.517e-05,0,,,,,1.72,0.09,-0.09,0,,,,,,,,,,,,,,,,,,,,,0.0479,0.001,-0.0004,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3556.0,30.41,-23.6,0,0.33,0.02,-0.02,0,0.34,0.02,-0.02,0,-0.39,0.059,-0.06,0,,,,,4.94,0.02,-0.02,0,4.07,6.02,-2.5,0,,,,,,,,,2016-05-06
Kepler-302 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,30.184104,0.000203,-0.000203,0,0.193,,,0,4.06,0.85,-0.85,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5740.0,107.0,-107.0,0,1.22,0.25,-0.25,0,,,,,,,,,,,,,4.29,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-728 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.74347727,7.17e-06,-7.17e-06,0,,,,,3.34,0.45,-0.26,0,,,,,,,,,,,,,,,,,,,,,0.03321,0.00064,-0.00028,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5660.0,133.1,-108.4,0,0.93,0.12,-0.07,0,0.95,0.06,-0.06,0,-0.03,0.143,-0.186,0,,,,,4.49,0.05,-0.11,0,4.07,3.96,-2.37,0,,,,,,,,,2016-05-06
Kepler-322 c,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.337234,9e-06,-9e-06,0,0.051,,,0,1.67,0.18,-0.18,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5388.0,100.0,-100.0,0,0.89,0.1,-0.1,0,,,,,,,,,,,,,4.5,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-975 c,1,1,2,Transit,1,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,5.05821338,4.74e-06,-4.74e-06,0,0.0567,,,0,10.69,6.94,-6.3,0,,,,,0.0,,,0,439.8,905.81,-373.44,0,1168.0,,,0,11.53,5.7,-5.7,0,0.05871,0.00616,-0.02478,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4883.0,146.0,-132.0,0,1.67,1.08,-0.98,0,0.95,0.2,-0.14,0,0.56,0.05,-0.3,0,,,,,3.97,0.57,-0.38,0,,,,0,,,,,,,,,2017-05-08
Kepler-656 c,1,1,2,Transit,1,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,5.25449393,5.613e-05,-5.613e-05,0,0.0602,,,0,1.41,0.38,-0.11,0,,,,,0.0,,,0,213.25,170.17,-56.37,0,975.0,,,0,7.52,3.4,-3.4,0,0.01357,0.00217,-0.00198,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5550.0,166.0,-183.0,0,0.95,0.25,-0.08,0,1.05,0.07,-0.11,0,0.46,0.05,-0.3,0,,,,,4.5,0.05,-0.18,0,,,,0,,,,,,,,,2017-05-08
Kepler-1332 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.87456832,3.749e-05,-3.749e-05,0,,,,,1.37,0.09,-0.05,0,,,,,,,,,,,,,,,,,,,,,0.01381,0.00076,-0.00024,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5581.0,83.36,-69.91,0,0.9,0.04,-0.03,0,0.95,0.03,-0.04,0,0.0,0.098,-0.1,0,,,,,4.51,0.03,-0.03,0,3.24,2.43,-1.58,0,,,,,,,,,2016-05-06
Kepler-226 d,1,1,3,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.109044,9.4e-05,-9.4e-05,0,0.076,,,0,1.22,0.49,-0.49,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5571.0,200.0,-200.0,0,0.8,0.32,-0.32,0,,,,,,,,,,,,,4.59,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-1362 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,136.205626,0.001278,-0.001278,0,,,,,2.6,0.12,-0.19,0,,,,,,,,,,,,,,,,,,,,,0.03238,0.00098,-0.00196,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4857.0,51.17,-72.62,0,0.74,0.03,-0.03,0,0.8,0.03,-0.04,0,0.06,0.149,-0.153,0,,,,,4.6,0.01,-0.04,0,3.09,6.26,-1.53,0,,,,,,,,,2016-05-06
Kepler-256 e,1,1,4,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.681572,6.6e-05,-6.6e-05,0,0.096,,,0,2.35,0.58,-0.58,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5551.0,111.0,-111.0,0,1.3,0.32,-0.32,0,,,,,,,,,,,,,4.22,0.19,-0.19,0,,,,,,,,,,,,,2014-05-14
Kepler-1373 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.29123275,6.46e-06,-6.46e-06,0,,,,,1.16,0.54,-0.19,0,,,,,,,,,,,,,,,,,,,,,0.00776,0.00037,-0.00037,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6299.0,169.62,-170.73,0,1.33,0.62,-0.2,0,1.22,0.2,-0.12,0,0.03,0.125,-0.173,0,,,,,4.27,0.12,-0.26,0,2.51,0.948,-0.848,0,,,,,,,,,2016-05-06
Kepler-308 c,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,15.38231,0.000171,-0.000171,0,0.123,,,0,2.16,1.04,-1.04,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5895.0,200.0,-200.0,0,0.94,0.45,-0.45,0,,,,,,,,,,,,,4.51,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-373 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.535309,2.9e-05,-2.9e-05,0,0.06,,,0,1.36,0.67,-0.67,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5787.0,200.0,-200.0,0,0.84,0.42,-0.42,0,,,,,,,,,,,,,4.56,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-1147 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.62784997,9.118e-05,-9.118e-05,0,,,,,2.61,0.8,-0.51,0,,,,,,,,,,,,,,,,,,,,,0.02075,3e-05,-0.00337,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5941.0,84.81,-114.44,0,1.14,0.35,-0.13,0,1.09,0.09,-0.06,0,0.11,0.147,-0.142,0,,,,,4.36,0.09,-0.2,0,3.8,1.87,-2.04,0,,,,,,,,,2016-05-06
Kepler-387 b,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.791636,9.4e-05,-9.4e-05,0,0.068,,,0,1.03,0.24,-0.24,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5774.0,154.0,-154.0,0,1.05,0.24,-0.24,0,,,,,,,,,,,,,4.35,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-1245 b,1,1,2,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.35409304,1.933e-05,-1.933e-05,0,,,,,1.44,0.12,-0.1,0,,,,,,,,,,,,,,,,,,,,,0.01571,0.00069,-0.0006,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5306.0,77.49,-101.98,0,0.83,0.06,-0.05,0,0.86,0.04,-0.04,0,-0.01,0.143,-0.16,0,,,,,4.55,0.03,-0.07,0,4.57,6.27,-2.81,0,,,,,,,,,2016-05-06
Kepler-123 c,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,26.695074,0.000468,-0.000468,0,0.181,,,0,1.48,0.3,-0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6089.0,121.0,-121.0,0,1.26,0.24,-0.24,0,,,,,,,,,,,,,4.28,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-175 c,1,1,2,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,34.035257,0.000279,-0.000279,0,0.213,,,0,3.1,1.56,-1.56,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6064.0,200.0,-200.0,0,1.01,0.5,-0.5,0,,,,,,,,,,,,,4.47,0.3,-0.3,0,,,,,,,,,,,,,2014-05-14
Kepler-282 b,1,1,4,Transit,1,0,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,9.220524,0.000341,-0.000341,0,0.082,,,0,1.01,0.25,-0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5602.0,155.0,-155.0,0,0.9,0.21,-0.21,0,,,,,,,,,,,,,4.46,0.15,-0.15,0,,,,,,,,,,,,,2014-05-14
Kepler-1158 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.5396293,9.329e-05,-9.329e-05,0,,,,,2.34,0.46,-0.46,0,,,,,,,,,,,,,,,,,,,,,0.0106,0.00041,-0.00035,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6203.0,91.16,-81.11,0,1.95,0.37,-0.38,0,1.41,0.13,-0.13,0,0.18,0.096,-0.1,0,,,,,4.01,0.15,-0.12,0,2.88,0.55,-0.55,0,,,,,,,,,2016-05-06
Kepler-1159 b,1,1,1,Transit,1,0,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,22.70816791,9.541e-05,-9.541e-05,0,,,,,2.37,1.03,-0.37,0,,,,,,,,,,,,,,,,,,,,,0.01681,0.00053,-0.00064,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6217.0,147.74,-196.66,0,1.28,0.56,-0.2,0,1.19,0.17,-0.11,0,0.04,0.139,-0.148,0,,,,,4.3,0.11,-0.25,0,2.75,1.08,-1.07,0,,,,,,,,,2016-05-06
